customer_id,age,tenure_months,monthly_charge,total_charge,contract_type,payment_method,internet_service,support_calls,late_payments,churn
CUST-000143,35.0,9,72.99,658.6,month-to-month,bank-transfer,dsl,3,0,0
CUST-000144,43.0,42,82.08,3530.48,month-to-month,credit-card,none,1,0,0
CUST-000145,80.0,14,128.04,1734.23,month-to-month,electronic-check,dsl,1,2,0
CUST-000146,71.0,72,86.79,6072.58,month-to-month,bank-transfer,dsl,5,0,0
CUST-000147,20.0,62,66.75,3878.88,two-year,electronic-check,dsl,3,0,0
CUST-000148,32.0,51,60.7,2849.71,month-to-month,bank-transfer,dsl,4,0,0
CUST-000149,69.0,53,65.94,3524.14,month-to-month,electronic-check,dsl,1,2,0
CUST-000150,21.0,43,33.02,1454.47,month-to-month,electronic-check,dsl,2,1,0
CUST-000151,71.0,5,107.42,501.98,month-to-month,electronic-check,fiber,1,0,0
CUST-000152,35.0,29,112.15,3013.46,month-to-month,credit-card,dsl,2,1,0
CUST-000153,75.0,36,51.28,1708.59,one-year,credit-card,fiber,2,1,0
CUST-000154,36.0,66,53.42,3132.96,two-year,bank-transfer,none,0,1,0
CUST-000155,45.0,16,116.18,1724.64,month-to-month,credit-card,fiber,3,1,1
CUST-000156,59.0,36,22.64,720.79,one-year,electronic-check,fiber,2,1,0
CUST-000157,25.0,25,77.25,1958.34,month-to-month,electronic-check,dsl,0,1,0
CUST-000158,53.0,10,71.0,655.69,month-to-month,electronic-check,fiber,2,2,1
CUST-000159,49.0,8,95.91,765.23,month-to-month,mailed-check,fiber,3,1,1
CUST-000160,67.0,27,37.97,996.84,month-to-month,electronic-check,dsl,1,1,0
CUST-000161,80.0,6,93.52,573.67,one-year,mailed-check,fiber,2,0,0
CUST-000162,59.0,5,61.44,320.49,one-year,electronic-check,fiber,1,1,0
CUST-000163,43.0,26,88.06,2157.77,one-year,electronic-check,dsl,0,1,0
CUST-000164,43.0,15,24.41,327.71,month-to-month,electronic-check,fiber,1,0,1
CUST-000165,44.0,40,70.79,2852.67,one-year,electronic-check,fiber,0,0,0
CUST-000166,69.0,2,77.45,136.87,month-to-month,bank-transfer,fiber,3,1,1
CUST-000167,38.0,22,43.58,880.05,month-to-month,credit-card,fiber,2,0,0
CUST-000168,28.0,33,35.36,1037.42,month-to-month,electronic-check,fiber,0,0,0
CUST-000169,39.0,70,40.73,2944.29,one-year,bank-transfer,fiber,0,1,0
CUST-000170,19.0,46,57.86,2344.57,two-year,bank-transfer,dsl,1,1,0
CUST-000171,24.0,64,30.65,1890.52,month-to-month,mailed-check,dsl,2,1,0
CUST-000172,23.0,25,124.21,2956.45,one-year,mailed-check,fiber,1,0,0
CUST-000173,66.0,33,64.55,2110.91,one-year,bank-transfer,fiber,0,0,0
CUST-000174,63.0,31,108.99,3139.67,two-year,bank-transfer,dsl,3,0,0
CUST-000175,61.0,64,127.19,8372.38,month-to-month,bank-transfer,dsl,0,1,0
CUST-000176,47.0,70,28.88,2031.38,one-year,credit-card,fiber,1,1,0
CUST-000177,63.0,70,91.68,6119.12,one-year,bank-transfer,fiber,2,0,0
CUST-000178,28.0,55,115.85,5994.95,two-year,electronic-check,fiber,3,2,0
CUST-000179,74.0,37,89.77,3383.61,month-to-month,bank-transfer,dsl,0,1,0
CUST-000180,49.0,39,67.19,2643.21,two-year,mailed-check,none,0,0,0
CUST-000181,77.0,71,67.42,4537.09,month-to-month,electronic-check,none,1,2,0
CUST-000182,27.0,21,23.95,471.78,,bank-transfer,fiber,0,2,0
CUST-000183,49.0,25,78.81,1746.85,month-to-month,mailed-check,fiber,1,0,1
CUST-000184,61.0,65,129.29,7512.12,month-to-month,electronic-check,fiber,0,0,0
CUST-000185,49.0,28,125.46,3123.53,month-to-month,credit-card,fiber,2,1,1
CUST-000186,46.0,17,24.44,367.35,month-to-month,mailed-check,fiber,1,1,0
CUST-000187,28.0,41,97.64,3626.89,month-to-month,mailed-check,dsl,3,0,0
CUST-000188,42.0,24,53.19,1309.39,month-to-month,electronic-check,fiber,2,3,1
CUST-000189,33.0,65,119.33,7878.13,month-to-month,electronic-check,none,0,1,0
CUST-000190,36.0,66,24.96,1686.48,month-to-month,bank-transfer,fiber,2,2,0
CUST-000191,61.0,23,122.95,2788.39,one-year,electronic-check,fiber,2,0,0
CUST-000192,57.0,39,112.12,4311.86,two-year,electronic-check,dsl,1,1,1
CUST-000193,56.0,71,32.93,2106.72,one-year,electronic-check,dsl,3,0,0
CUST-000194,40.0,54,26.58,1433.63,month-to-month,electronic-check,fiber,2,0,0
CUST-000195,78.0,16,111.82,1659.6,month-to-month,credit-card,dsl,2,1,0
CUST-000196,23.0,43,37.13,1545.94,two-year,bank-transfer,fiber,2,2,0
CUST-000197,39.0,45,78.84,3697.88,month-to-month,bank-transfer,fiber,4,2,0
CUST-000198,25.0,48,120.73,5957.33,month-to-month,bank-transfer,fiber,2,0,0
CUST-000199,39.0,2,82.42,151.59,two-year,credit-card,,0,0,0
CUST-000200,78.0,22,63.7,1408.73,two-year,electronic-check,dsl,2,2,0
CUST-000201,41.0,62,68.95,3837.56,month-to-month,electronic-check,fiber,2,0,1
CUST-000202,75.0,18,26.94,428.93,one-year,electronic-check,dsl,4,2,0
CUST-000203,49.0,22,126.56,2463.54,month-to-month,electronic-check,dsl,1,3,1
CUST-000204,62.0,24,,1181.7,one-year,electronic-check,fiber,2,1,0
CUST-000205,46.0,13,40.83,529.8,month-to-month,electronic-check,fiber,1,1,1
CUST-000206,34.0,12,51.47,581.67,month-to-month,electronic-check,fiber,1,1,0
CUST-000207,66.0,25,126.08,2782.3,one-year,bank-transfer,dsl,1,0,0
CUST-000208,79.0,63,30.37,2005.08,month-to-month,credit-card,dsl,1,2,0
CUST-000209,34.0,1,115.4,112.02,one-year,mailed-check,dsl,2,0,0
CUST-000210,67.0,21,97.86,1946.06,month-to-month,bank-transfer,fiber,2,0,0
CUST-000211,34.0,5,111.3,538.81,two-year,credit-card,fiber,1,3,1
CUST-000212,63.0,41,127.35,5056.33,one-year,electronic-check,dsl,3,1,0
CUST-000213,67.0,19,112.64,2054.43,month-to-month,credit-card,fiber,0,1,0
CUST-000214,46.0,58,,7065.25,one-year,electronic-check,dsl,1,0,0
CUST-000215,64.0,43,33.96,1504.9,month-to-month,credit-card,fiber,3,1,0
CUST-000216,35.0,57,107.54,5708.61,month-to-month,credit-card,fiber,2,2,0
CUST-000217,22.0,46,80.02,3543.93,month-to-month,credit-card,dsl,0,1,0
CUST-000218,24.0,32,79.78,2248.19,two-year,electronic-check,dsl,0,2,0
CUST-000219,46.0,62,118.88,7563.44,two-year,bank-transfer,dsl,2,1,0
CUST-000220,74.0,35,126.9,4139.49,two-year,bank-transfer,fiber,0,2,0
CUST-000221,26.0,69,97.53,6232.39,two-year,bank-transfer,none,1,1,0
CUST-000222,46.0,72,73.12,5525.67,two-year,credit-card,dsl,2,0,0
CUST-000223,62.0,43,70.2,2956.26,month-to-month,credit-card,dsl,0,2,0
CUST-000224,30.0,49,62.5,2759.06,two-year,electronic-check,dsl,1,0,0
CUST-000225,63.0,19,59.78,1050.79,one-year,bank-transfer,dsl,0,1,0
CUST-000226,37.0,59,63.07,3498.04,month-to-month,credit-card,dsl,2,1,0
CUST-000227,,49,29.87,1533.34,one-year,electronic-check,fiber,1,0,0
CUST-000228,54.0,65,28.52,1767.05,month-to-month,electronic-check,fiber,2,0,0
CUST-000229,52.0,20,105.79,1944.68,month-to-month,mailed-check,dsl,1,1,1
CUST-000230,29.0,57,69.07,3845.87,month-to-month,credit-card,fiber,2,2,1
CUST-000231,47.0,34,122.38,3947.92,month-to-month,credit-card,fiber,1,0,0
CUST-000232,71.0,14,87.34,1087.45,month-to-month,credit-card,dsl,1,0,1
CUST-000233,19.0,13,23.87,318.49,two-year,credit-card,fiber,0,0,0
CUST-000234,65.0,41,37.33,1350.95,one-year,credit-card,dsl,2,3,0
CUST-000235,49.0,24,42.64,1056.87,month-to-month,electronic-check,dsl,1,0,0
CUST-000236,63.0,8,127.33,1033.53,month-to-month,credit-card,fiber,1,0,1
CUST-000237,59.0,31,44.06,1219.56,month-to-month,bank-transfer,dsl,0,1,0
CUST-000238,45.0,48,76.73,3694.14,month-to-month,electronic-check,fiber,3,0,1
CUST-000239,,23,122.98,2859.82,two-year,bank-transfer,dsl,3,1,0
CUST-000240,57.0,69,127.49,,month-to-month,electronic-check,dsl,2,0,0
CUST-000241,26.0,57,46.0,2564.85,one-year,bank-transfer,fiber,2,1,0
CUST-000242,54.0,37,25.4,834.96,one-year,bank-transfer,fiber,6,0,0
CUST-000243,23.0,68,36.9,2233.48,one-year,bank-transfer,fiber,1,0,0
CUST-000244,58.0,32,26.97,866.18,two-year,credit-card,fiber,0,0,0
CUST-000245,57.0,11,41.46,409.52,month-to-month,mailed-check,fiber,3,2,0
CUST-000246,23.0,3,82.54,228.09,two-year,credit-card,none,4,0,0
CUST-000247,65.0,68,120.37,7897.06,one-year,bank-transfer,fiber,1,2,0
CUST-000248,44.0,70,79.09,5026.45,,bank-transfer,dsl,0,3,0
CUST-000249,67.0,54,88.86,4866.93,one-year,electronic-check,fiber,1,1,0
CUST-000250,20.0,8,42.21,343.51,two-year,electronic-check,none,0,2,0
CUST-000251,29.0,22,108.06,2432.39,two-year,credit-card,,1,3,0
CUST-000252,49.0,3,87.96,234.44,month-to-month,electronic-check,fiber,1,0,1
CUST-000253,29.0,4,115.06,438.49,one-year,credit-card,dsl,1,0,0
CUST-000254,38.0,18,124.37,2292.33,one-year,credit-card,fiber,0,0,0
CUST-000255,59.0,42,58.27,2304.78,month-to-month,credit-card,dsl,0,1,0
CUST-000256,27.0,5,29.96,149.54,two-year,electronic-check,fiber,1,2,1
CUST-000257,60.0,71,44.85,3121.21,month-to-month,bank-transfer,dsl,1,0,0
CUST-000258,24.0,33,68.16,2112.13,one-year,credit-card,dsl,1,1,0
CUST-000259,29.0,19,124.03,2184.51,month-to-month,bank-transfer,dsl,2,1,1
CUST-000260,55.0,38,61.61,2320.03,month-to-month,electronic-check,fiber,1,1,0
CUST-000261,67.0,57,104.79,5391.95,two-year,credit-card,fiber,1,1,0
CUST-000262,28.0,23,79.45,1875.26,month-to-month,electronic-check,fiber,1,0,1
CUST-000263,36.0,4,40.11,156.91,month-to-month,bank-transfer,fiber,3,1,1
CUST-000264,76.0,4,55.28,,month-to-month,electronic-check,fiber,2,2,1
CUST-000265,80.0,62,91.85,5692.42,month-to-month,mailed-check,none,3,0,1
CUST-000266,54.0,9,94.01,806.57,one-year,electronic-check,dsl,0,0,0
CUST-000267,46.0,46,67.82,2853.59,two-year,credit-card,dsl,2,2,0
CUST-000268,39.0,28,45.15,1319.04,month-to-month,electronic-check,fiber,0,1,0
CUST-000269,56.0,56,99.41,5579.99,one-year,credit-card,fiber,1,1,0
CUST-000270,55.0,5,38.58,189.2,month-to-month,,dsl,1,0,0
CUST-000271,36.0,65,123.03,8191.34,one-year,credit-card,fiber,0,1,0
CUST-000272,19.0,51,40.67,2017.04,month-to-month,electronic-check,fiber,0,1,0
CUST-000273,27.0,33,31.8,1002.23,month-to-month,electronic-check,fiber,0,3,1
CUST-000274,78.0,15,74.74,1022.67,month-to-month,electronic-check,dsl,2,1,0
CUST-000275,44.0,71,77.15,4963.17,one-year,mailed-check,none,3,1,0
CUST-000276,48.0,22,75.9,1592.05,,credit-card,fiber,2,3,1
CUST-000277,47.0,36,68.03,2345.03,month-to-month,electronic-check,dsl,2,1,0
CUST-000278,67.0,29,129.43,3770.97,one-year,mailed-check,fiber,1,2,0
CUST-000279,22.0,17,73.49,1193.3,one-year,electronic-check,fiber,1,0,0
CUST-000280,23.0,30,72.57,2135.38,month-to-month,credit-card,dsl,3,1,0
CUST-000281,,11,66.39,746.01,one-year,bank-transfer,fiber,2,1,0
CUST-000282,48.0,1,27.35,28.69,two-year,mailed-check,dsl,1,0,0
CUST-000283,60.0,21,85.23,1673.19,month-to-month,bank-transfer,fiber,1,0,1
CUST-000284,48.0,9,45.08,419.24,one-year,credit-card,fiber,2,0,0
CUST-000285,45.0,30,90.14,2750.25,month-to-month,mailed-check,none,3,1,1
CUST-000286,77.0,63,25.59,1437.35,one-year,electronic-check,fiber,1,2,0
CUST-000287,28.0,12,127.95,1438.37,month-to-month,mailed-check,dsl,3,0,1
CUST-000288,54.0,1,71.59,65.67,one-year,bank-transfer,fiber,1,2,1
CUST-000289,52.0,8,118.64,942.42,month-to-month,mailed-check,none,0,0,0
CUST-000290,47.0,37,72.31,2606.98,month-to-month,electronic-check,fiber,3,1,0
CUST-000291,68.0,20,26.64,513.69,two-year,electronic-check,fiber,1,1,0
CUST-000292,34.0,36,110.44,4014.83,month-to-month,bank-transfer,dsl,2,1,0
CUST-000293,78.0,3,91.3,256.55,two-year,credit-card,fiber,2,1,0
CUST-000294,38.0,24,105.99,2404.03,two-year,credit-card,fiber,2,1,0
CUST-000295,52.0,30,67.1,2067.67,two-year,mailed-check,none,2,1,0
CUST-000296,50.0,32,90.17,3016.08,month-to-month,credit-card,dsl,0,0,0
CUST-000297,71.0,40,114.19,4622.32,one-year,electronic-check,dsl,2,1,0
CUST-000298,45.0,57,89.42,4673.39,month-to-month,credit-card,dsl,4,0,0
CUST-000299,35.0,34,58.24,1780.46,month-to-month,electronic-check,dsl,1,3,0
CUST-000300,19.0,61,92.88,5187.3,two-year,electronic-check,dsl,1,2,0
CUST-000301,40.0,39,93.9,3485.84,one-year,electronic-check,dsl,0,1,0
CUST-000302,70.0,19,125.66,2197.11,month-to-month,bank-transfer,fiber,1,2,1
CUST-000303,18.0,17,60.8,1067.89,month-to-month,bank-transfer,fiber,0,1,0
CUST-000304,74.0,24,66.76,1592.66,one-year,credit-card,dsl,1,0,0
CUST-000305,52.0,44,109.33,4574.05,one-year,,dsl,3,1,0
CUST-000306,26.0,18,75.63,1261.35,month-to-month,bank-transfer,fiber,1,1,1
CUST-000307,37.0,66,101.02,6298.7,two-year,bank-transfer,fiber,1,1,0
CUST-000308,52.0,35,70.57,2373.45,month-to-month,mailed-check,fiber,2,0,0
CUST-000309,37.0,63,43.7,2756.82,month-to-month,credit-card,dsl,1,2,0
CUST-000310,24.0,50,101.97,4564.12,one-year,bank-transfer,dsl,0,1,0
CUST-000311,59.0,25,34.43,881.67,two-year,credit-card,fiber,0,3,0
CUST-000312,60.0,17,41.84,641.35,month-to-month,credit-card,dsl,0,0,0
CUST-000313,25.0,54,88.95,4441.21,month-to-month,bank-transfer,,0,1,0
CUST-000314,35.0,24,102.2,2572.77,month-to-month,credit-card,none,2,0,0
CUST-000315,33.0,18,118.42,1944.7,two-year,credit-card,fiber,1,2,0
CUST-000316,59.0,67,49.98,3004.4,month-to-month,electronic-check,none,1,3,0
CUST-000317,64.0,35,32.18,1113.38,month-to-month,credit-card,dsl,2,1,0
CUST-000318,63.0,4,125.17,474.06,two-year,credit-card,dsl,3,0,0
CUST-000319,77.0,36,36.99,1192.63,month-to-month,bank-transfer,fiber,0,4,1
CUST-000320,66.0,34,41.74,1249.76,one-year,credit-card,dsl,3,0,0
CUST-000321,38.0,63,52.05,2929.78,month-to-month,electronic-check,dsl,3,1,0
CUST-000322,24.0,52,78.23,3941.3,one-year,bank-transfer,fiber,1,2,0
CUST-000323,56.0,14,117.11,1507.15,month-to-month,electronic-check,fiber,3,0,1
CUST-000324,75.0,11,103.66,1154.15,month-to-month,mailed-check,dsl,1,1,1
CUST-000325,79.0,44,97.9,4418.63,month-to-month,electronic-check,dsl,1,1,1
CUST-000326,32.0,4,39.27,142.1,one-year,credit-card,fiber,2,2,0
CUST-000327,32.0,23,59.35,1279.45,one-year,credit-card,fiber,1,1,0
CUST-000328,20.0,10,72.62,657.15,month-to-month,,fiber,2,1,1
CUST-000329,26.0,2,36.22,67.28,month-to-month,electronic-check,none,3,1,0
